
Circuit: *mat_array.cir


Circuit: *mat_array.cir
Date: Tue Mar 12 10:59:35  2019


Operating point information:

	Node	Voltage
	memrrow1571	4.660062e-02
	memrcol1515	4.662857e-02
	memrrow1515	4.660136e-02
	memrcol1460	4.666385e-02
	memrrow1460	4.659938e-02
	memrcol1406	4.670540e-02
	memrrow1406	4.659095e-02
	memrcol1353	4.674842e-02
	memrrow1353	4.657108e-02
	memrcol1301	4.678689e-02
	memrrow1301	4.653348e-02
	memrcol1250	4.681344e-02
	memrrow1250	4.647053e-02
	memrcol1200	4.681935e-02
	memrrow1200	4.637329e-02
	memrcol1151	4.679448e-02
	memrrow1151	4.623145e-02
	memrcol1103	4.672721e-02
	memrrow1103	4.603330e-02
	memrcol1056	4.660437e-02
	memrrow1056	4.576576e-02
	memrcol1010	4.641120e-02
	memrrow1010	4.541435e-02
	memrcol965	4.613132e-02
	memrrow965	4.496327e-02
	memrcol921	4.574667e-02
	memrrow921	4.439538e-02
	memrcol878	4.523754e-02
	memrrow878	4.369236e-02
	memrcol836	4.458257e-02
	memrrow836	4.283482e-02
	memrcol795	4.375883e-02
	memrrow795	4.180251e-02
	memrcol755	4.274193e-02
	memrrow755	4.057456e-02
	memrcol716	4.150625e-02
	memrrow716	3.912988e-02
	memrcol678	4.002515e-02
	memrrow678	3.744756e-02
	memrcol641	3.827145e-02
	memrrow641	3.550748e-02
	memrcol605	3.621786e-02
	memrrow605	3.329100e-02
	memrcol570	3.383770e-02
	memrrow570	3.078184e-02
	memrcol536	3.110576e-02
	memrrow536	2.796709e-02
	memrcol503	2.799941e-02
	memrrow503	2.483847e-02
	memrcol471	2.449991e-02
	memrrow471	2.139376e-02
	memrcol440	2.059409e-02
	memrrow440	1.763843e-02
	memrcol410	1.627635e-02
	memrrow410	1.358754e-02
	memrcol381	1.155106e-02
	memrrow381	9.267771e-03
	memrcol353	6.435354e-03
	memrrow353	4.719670e-03
	memrcol326	9.624341e-04
	memrcol1572	5.178212e-02
	memrrow1572	5.183612e-02
	memrcol1516	5.180123e-02
	memrrow1516	5.184152e-02
	memrcol1461	5.183818e-02
	memrrow1461	5.185095e-02
	memrcol1407	5.189039e-02
	memrrow1407	5.186166e-02
	memrcol1354	5.195395e-02
	memrrow1354	5.186949e-02
	memrcol1302	5.202360e-02
	memrrow1302	5.186888e-02
	memrcol1251	5.209269e-02
	memrrow1251	5.185279e-02
	memrcol1201	5.215307e-02
	memrrow1201	5.181271e-02
	memrcol1152	5.219509e-02
	memrrow1152	5.173860e-02
	memrcol1104	5.220746e-02
	memrrow1104	5.161884e-02
	memrcol1057	5.217724e-02
	memrrow1057	5.144022e-02
	memrcol1011	5.208968e-02
	memrrow1011	5.118790e-02
	memrcol966	5.192820e-02
	memrrow966	5.084540e-02
	memrcol922	5.167431e-02
	memrrow922	5.039462e-02
	memrcol879	5.130752e-02
	memrrow879	4.981587e-02
	memrcol837	5.080535e-02
	memrrow837	4.908795e-02
	memrcol796	5.014327e-02
	memrrow796	4.818830e-02
	memrcol756	4.929481e-02
	memrrow756	4.709315e-02
	memrcol717	4.823155e-02
	memrrow717	4.577783e-02
	memrcol679	4.692342e-02
	memrrow679	4.421714e-02
	memrcol642	4.533884e-02
	memrrow642	4.238582e-02
	memrcol606	4.344517e-02
	memrrow606	4.025919e-02
	memrcol571	4.120925e-02
	memrrow571	3.781397e-02
	memrcol537	3.859805e-02
	memrrow537	3.502923e-02
	memrcol504	3.557968e-02
	memrrow504	3.188760e-02
	memrcol472	3.212453e-02
	memrrow472	2.837676e-02
	memrcol441	2.820680e-02
	memrrow441	2.449114e-02
	memrcol411	2.380641e-02
	memrrow411	2.023396e-02
	memrcol382	1.891131e-02
	memrrow382	1.561953e-02
	memrcol354	1.352029e-02
	memrrow354	1.067593e-02
	memrcol327	7.646357e-03
	memrrow327	5.447888e-03
	memrcol301	1.320820e-03
	memrcol1517	5.696906e-02
	memrrow1517	5.708128e-02
	memrcol1462	5.699535e-02
	memrrow1462	5.709250e-02
	memrcol1408	5.704652e-02
	memrrow1408	5.711344e-02
	memrcol1355	5.711980e-02
	memrrow1355	5.714106e-02
	memrcol1303	5.721095e-02
	memrrow1303	5.717082e-02
	memrcol1252	5.731426e-02
	memrrow1252	5.719656e-02
	memrcol1202	5.742248e-02
	memrrow1202	5.721053e-02
	memrcol1153	5.752674e-02
	memrrow1153	5.720331e-02
	memrcol1105	5.761647e-02
	memrrow1105	5.716374e-02
	memrcol1058	5.767930e-02
	memrrow1058	5.707891e-02
	memrcol1012	5.770096e-02
	memrrow1012	5.693403e-02
	memrcol967	5.766516e-02
	memrrow967	5.671246e-02
	memrcol923	5.755348e-02
	memrrow923	5.639562e-02
	memrcol880	5.734527e-02
	memrrow880	5.596299e-02
	memrcol838	5.701754e-02
	memrrow838	5.539213e-02
	memrcol797	5.654490e-02
	memrrow797	5.465874e-02
	memrcol757	5.589948e-02
	memrrow757	5.373672e-02
	memrcol718	5.505095e-02
	memrrow718	5.259844e-02
	memrcol680	5.396655e-02
	memrrow680	5.121490e-02
	memrcol643	5.261122e-02
	memrrow643	4.955619e-02
	memrcol607	5.094782e-02
	memrrow607	4.759199e-02
	memrcol572	4.893749e-02
	memrrow572	4.529220e-02
	memrcol538	4.654017e-02
	memrrow538	4.262788e-02
	memrcol505	4.371530e-02
	memrrow505	3.957233e-02
	memrcol473	4.042281e-02
	memrrow473	3.610248e-02
	memrcol442	3.662442e-02
	memrrow442	3.220060e-02
	memrcol412	3.228526e-02
	memrrow412	2.785634e-02
	memrcol383	2.737599e-02
	memrrow383	2.306919e-02
	memrcol355	2.187545e-02
	memrrow355	1.785136e-02
	memrcol328	1.577395e-02
	memrrow328	1.223111e-02
	memrcol302	9.077207e-03
	memrrow302	6.256587e-03
	memrcol277	1.811288e-03
	memrcol1463	6.214479e-02
	memrrow1463	6.233087e-02
	memrcol1409	6.217974e-02
	memrrow1409	6.234948e-02
	memrcol1356	6.224817e-02
	memrrow1356	6.238506e-02
	memrcol1304	6.234708e-02
	memrrow1304	6.243433e-02
	memrcol1253	6.247196e-02
	memrrow1253	6.249233e-02
	memrcol1203	6.261668e-02
	memrrow1203	6.255236e-02
	memrcol1154	6.277346e-02
	memrrow1154	6.260596e-02
	memrcol1106	6.293275e-02
	memrrow1106	6.264282e-02
	memrcol1059	6.308313e-02
	memrrow1059	6.265067e-02
	memrcol1013	6.321118e-02
	memrrow1013	6.261529e-02
	memrcol968	6.330139e-02
	memrrow968	6.252031e-02
	memrcol924	6.333592e-02
	memrrow924	6.234723e-02
	memrcol881	6.329455e-02
	memrrow881	6.207528e-02
	memrcol839	6.315446e-02
	memrrow839	6.168140e-02
	memrcol798	6.289010e-02
	memrrow798	6.114021e-02
	memrcol758	6.247306e-02
	memrrow758	6.042404e-02
	memrcol719	6.187195e-02
	memrrow719	5.950297e-02
	memrcol681	6.105234e-02
	memrrow681	5.834499e-02
	memrcol644	5.997671e-02
	memrrow644	5.691629e-02
	memrcol608	5.860453e-02
	memrrow608	5.518153e-02
	memrcol573	5.689239e-02
	memrrow573	5.310448e-02
	memrcol539	5.479434e-02
	memrrow539	5.064864e-02
	memrcol506	5.226232e-02
	memrrow506	4.777823e-02
	memrcol474	4.924683e-02
	memrrow474	4.445941e-02
	memrcol443	4.569797e-02
	memrrow443	4.066185e-02
	memrcol413	4.156669e-02
	memrrow413	3.636068e-02
	memrcol384	3.680660e-02
	memrrow384	3.153891e-02
	memrcol356	3.137624e-02
	memrrow356	2.619036e-02
	memrcol329	2.524200e-02
	memrrow329	2.032323e-02
	memrcol303	1.838189e-02
	memrrow303	1.396422e-02
	memrcol278	1.079012e-02
	memrrow278	7.163444e-03
	memrcol254	2.482885e-03
	memrcol1410	6.730191e-02
	memrrow1410	6.757911e-02
	memrcol1357	6.734717e-02
	memrrow1357	6.760683e-02
	memrcol1305	6.743613e-02
